Year,Job_Title,Salary_USD,Industry,Location,Experience_Level,AI_Adoption_Level,Required_Skills,Job_Openings,Remote_Work,Growth_Rate,Company_Size,Job_Type,Gender_Diversity_Index,Hiring_Frequency,Skill_Complexity
2019,Salesforce Administrator,133819,Technology,Miami,Mid,Medium,"AI, Research",250,No,18.4,Small (<50 employees),Internship,0.96,Medium,Medium
2013,Data Scientist,68472,Retail,Seattle,Junior,High,"Python, ML, AI",399,No,24.5,Medium (50-500 employees),Contract,0.63,Low,Low
2016,AI Researcher,78781,Healthcare,Houston,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",357,No,10.0,Small (<50 employees),Internship,0.12,Medium,Medium
2020,AI Researcher,125586,Manufacturing,San Francisco,Junior,Low,"Python, ML, AI, TensorFlow, PyTorch",294,Yes,8.3,Small (<50 employees),Contract,0.49,High,Low
2016,Salesforce Administrator,118873,Healthcare,Austin,Senior,Low,"Python, SQL, Stats",370,Yes,19.7,Small (<50 employees),Contract,0.8,High,Medium
2024,Data Scientist,139703,Finance,Miami,Junior,Low,"Python, SQL, Stats",214,Yes,16.9,Large (>500 employees),Full-time,0.32,High,Medium
2020,Salesforce Developer,92128,Research,San Jose,Mid,Low,"Sales, CRM",146,Hybrid,9.6,Small (<50 employees),Full-time,0.46,Medium,Medium
2011,DL Engineer,72306,Research,Austin,Senior,High,"Sales, CRM, TensorFlow, PyTorch",120,Hybrid,11.0,Medium (50-500 employees),Contract,0.59,Medium,Medium
2020,AI Engineer,139621,Education,Chicago,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",156,Yes,24.6,Large (>500 employees),Contract,0.52,High,High
2022,DL Engineer,124398,Retail,New York,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",129,No,19.2,Large (>500 employees),Part-time,0.52,Low,Medium
2011,ML Engineer,101299,Manufacturing,San Francisco,Junior,High,"Sales, CRM, TensorFlow, PyTorch",320,No,3.1,Large (>500 employees),Contract,0.18,High,High
2011,Data Scientist,64961,Technology,San Jose,Senior,Low,"Python, SQL, Stats",188,No,18.2,Medium (50-500 employees),Contract,0.17,High,Medium
2018,AI Engineer,78974,Research,Seattle,Senior,High,"Sales, CRM, TensorFlow, PyTorch",422,Yes,5.4,Large (>500 employees),Part-time,0.8,High,Low
2017,Salesforce Consultant,123873,Research,Miami,Mid,High,"Python, SQL, Stats",479,Hybrid,21.6,Small (<50 employees),Part-time,0.94,High,Medium
2021,AI Engineer,74263,Healthcare,Houston,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",158,Yes,16.3,Large (>500 employees),Contract,0.86,High,Medium
2016,Salesforce Developer,64711,Healthcare,Seattle,Junior,Low,"Sales, CRM",268,Hybrid,21.8,Medium (50-500 employees),Full-time,0.82,High,Medium
2011,AI Engineer,108737,Manufacturing,Austin,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",112,Hybrid,19.5,Large (>500 employees),Internship,0.19,Low,Medium
2012,AI Engineer,108183,Healthcare,San Jose,Junior,Low,"AI, Research, TensorFlow, PyTorch",299,No,11.7,Medium (50-500 employees),Contract,0.67,Medium,Medium
2013,AI Engineer,138499,Healthcare,Austin,Mid,High,"AI, Research, TensorFlow, PyTorch",113,Yes,1.3,Medium (50-500 employees),Full-time,0.64,High,Medium
2019,Salesforce Administrator,119994,Education,Chicago,Junior,Low,"Sales, CRM",389,Hybrid,11.2,Medium (50-500 employees),Part-time,0.51,High,High
2023,Data Scientist,119816,Healthcare,Chicago,Mid,Low,"AI, Research",166,Yes,2.6,Small (<50 employees),Full-time,0.63,Low,High
2022,AI Engineer,69636,Healthcare,New York,Junior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",56,No,11.0,Medium (50-500 employees),Part-time,0.79,Low,High
2010,Salesforce Administrator,143553,Technology,Seattle,Mid,Low,"AI, Research",249,Yes,17.2,Medium (50-500 employees),Internship,0.23,Medium,High
2024,Salesforce Consultant,94710,Technology,Seattle,Junior,Low,"Sales, CRM",157,Yes,14.1,Large (>500 employees),Internship,0.75,Medium,Medium
2020,AI Engineer,147422,Retail,Seattle,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",349,Yes,15.2,Large (>500 employees),Contract,0.67,Medium,High
2010,DL Engineer,97605,Education,Houston,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",372,Yes,18.0,Large (>500 employees),Internship,0.96,Medium,Medium
2022,AI Researcher,127448,Finance,San Jose,Junior,High,"Python, ML, AI, TensorFlow, PyTorch",451,Hybrid,10.2,Large (>500 employees),Contract,0.86,Low,High
2012,AI Engineer,61341,Technology,San Francisco,Mid,Medium,"AI, Research, TensorFlow, PyTorch",99,No,9.2,Large (>500 employees),Part-time,0.21,High,Medium
2019,DL Engineer,64543,Technology,Austin,Junior,High,"AI, Research, TensorFlow, PyTorch",96,Yes,6.1,Small (<50 employees),Internship,0.24,High,High
2011,Data Scientist,79073,Retail,Houston,Junior,Low,"Python, ML, AI",314,Hybrid,17.4,Medium (50-500 employees),Full-time,0.38,Low,Low
2021,Salesforce Administrator,108662,Education,New York,Senior,High,"AI, Research",239,No,3.7,Medium (50-500 employees),Full-time,0.96,High,Low
2021,ML Engineer,79699,Technology,New York,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",355,Hybrid,8.5,Large (>500 employees),Contract,0.14,Low,Low
2016,Salesforce Administrator,83487,Retail,Chicago,Mid,High,"Python, SQL, Stats",273,Yes,23.0,Medium (50-500 employees),Part-time,0.25,High,Low
2011,Data Scientist,132552,Healthcare,San Francisco,Mid,High,"Python, SQL, Stats",441,No,23.0,Medium (50-500 employees),Full-time,0.43,High,Low
2011,AI Researcher,136007,Healthcare,San Jose,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",367,No,5.3,Small (<50 employees),Contract,0.58,Medium,Low
2018,Data Scientist,74425,Education,San Francisco,Mid,Medium,"Sales, CRM",234,No,7.7,Medium (50-500 employees),Full-time,0.63,High,Medium
2023,Salesforce Consultant,81394,Finance,Austin,Junior,High,"Python, ML, AI",156,Yes,14.9,Large (>500 employees),Contract,0.44,High,Medium
2017,ML Engineer,68221,Healthcare,San Jose,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",194,Yes,24.5,Small (<50 employees),Internship,0.83,High,High
2024,Data Scientist,70815,Education,Seattle,Senior,High,"Python, SQL, Stats",240,Yes,19.6,Small (<50 employees),Full-time,0.94,Medium,Low
2018,AI Researcher,105251,Retail,Houston,Senior,High,"Sales, CRM, TensorFlow, PyTorch",340,No,8.9,Medium (50-500 employees),Internship,0.49,High,High
2017,Data Scientist,93310,Manufacturing,San Francisco,Senior,Low,"AI, Research",198,Yes,7.9,Large (>500 employees),Part-time,0.37,High,High
2019,Salesforce Developer,131270,Healthcare,New York,Mid,High,"AI, Research",81,No,10.0,Medium (50-500 employees),Internship,0.4,High,High
2017,AI Researcher,79431,Healthcare,San Jose,Mid,Low,"AI, Research, TensorFlow, PyTorch",481,Yes,17.6,Large (>500 employees),Contract,0.11,High,High
2010,ML Engineer,71666,Manufacturing,Austin,Junior,High,"AI, Research, TensorFlow, PyTorch",391,No,6.7,Medium (50-500 employees),Part-time,0.87,High,High
2014,AI Researcher,147444,Retail,Houston,Mid,Low,"Python, SQL, Stats, TensorFlow, PyTorch",327,Yes,21.3,Large (>500 employees),Internship,0.48,High,High
2023,AI Researcher,85635,Healthcare,Boston,Junior,High,"AI, Research, TensorFlow, PyTorch",408,Yes,12.0,Medium (50-500 employees),Full-time,0.21,High,Medium
2010,Salesforce Administrator,61951,Finance,Boston,Senior,High,"AI, Research",317,Yes,13.9,Large (>500 employees),Contract,0.47,Low,Medium
2012,AI Researcher,72912,Manufacturing,Miami,Mid,Low,"AI, Research, TensorFlow, PyTorch",455,Hybrid,7.3,Small (<50 employees),Contract,0.16,High,High
2012,ML Engineer,107343,Healthcare,Miami,Mid,High,"Python, SQL, Stats, TensorFlow, PyTorch",179,No,7.5,Medium (50-500 employees),Full-time,0.46,Low,Medium
2011,ML Engineer,109181,Healthcare,New York,Senior,Low,"AI, Research, TensorFlow, PyTorch",438,No,2.5,Large (>500 employees),Full-time,0.24,Low,Medium
2012,Salesforce Administrator,131209,Technology,San Francisco,Senior,High,"AI, Research",477,No,20.3,Small (<50 employees),Contract,0.8,High,High
2024,Salesforce Developer,140300,Finance,New York,Junior,High,"Python, ML, AI",318,No,9.7,Large (>500 employees),Full-time,0.17,High,High
2022,ML Engineer,79181,Healthcare,Boston,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",467,Hybrid,23.3,Large (>500 employees),Contract,0.72,High,Medium
2024,ML Engineer,146206,Finance,Seattle,Mid,Medium,"Python, ML, AI, TensorFlow, PyTorch",131,No,1.3,Medium (50-500 employees),Internship,0.33,Medium,Medium
2017,Salesforce Administrator,64813,Manufacturing,San Jose,Mid,Medium,"Sales, CRM",401,No,15.8,Medium (50-500 employees),Internship,0.11,Low,Medium
2016,Salesforce Developer,102651,Technology,New York,Senior,Low,"Python, ML, AI",385,No,21.6,Medium (50-500 employees),Part-time,0.69,High,Medium
2013,Salesforce Developer,64515,Manufacturing,New York,Mid,High,"Sales, CRM",166,Yes,7.0,Small (<50 employees),Contract,0.78,High,Low
2018,DL Engineer,77344,Technology,Austin,Mid,Low,"AI, Research, TensorFlow, PyTorch",317,Hybrid,12.9,Small (<50 employees),Contract,0.25,High,Low
2023,Salesforce Administrator,77721,Retail,Miami,Senior,High,"AI, Research",157,Yes,9.2,Medium (50-500 employees),Contract,0.43,Low,Medium
2018,AI Researcher,82489,Retail,Houston,Junior,High,"Sales, CRM, TensorFlow, PyTorch",92,Yes,15.7,Large (>500 employees),Part-time,0.23,Medium,Medium
2017,Data Scientist,61581,Healthcare,San Jose,Mid,Low,"Python, SQL, Stats",421,Hybrid,18.1,Large (>500 employees),Full-time,0.13,Medium,High
2012,Data Scientist,139731,Manufacturing,Boston,Junior,Low,"Python, ML, AI",390,Yes,11.5,Small (<50 employees),Contract,0.98,Medium,Low
2010,Data Scientist,144114,Manufacturing,San Jose,Junior,Medium,"Sales, CRM",492,Hybrid,3.0,Small (<50 employees),Contract,0.16,Medium,Medium
2021,AI Researcher,131580,Retail,Miami,Mid,Medium,"Sales, CRM, TensorFlow, PyTorch",396,Hybrid,7.0,Large (>500 employees),Contract,0.45,Medium,Low
2010,Salesforce Administrator,70556,Education,San Jose,Junior,Low,"AI, Research",450,Yes,25.0,Large (>500 employees),Full-time,0.91,Low,Low
2014,Data Scientist,148000,Education,Miami,Junior,Medium,"Python, SQL, Stats",460,Yes,1.1,Large (>500 employees),Internship,0.55,Medium,High
2013,Data Scientist,109789,Retail,Miami,Senior,Low,"Python, SQL, Stats",221,No,1.0,Large (>500 employees),Full-time,0.81,Low,High
2024,Salesforce Consultant,99976,Finance,San Francisco,Mid,Medium,"Sales, CRM",473,Yes,22.7,Large (>500 employees),Part-time,0.6,High,Low
2015,Data Scientist,121126,Retail,Chicago,Senior,Low,"Python, SQL, Stats",425,Yes,7.4,Large (>500 employees),Contract,0.23,High,High
2011,Data Scientist,78980,Retail,Boston,Mid,Medium,"Python, SQL, Stats",362,Yes,12.8,Medium (50-500 employees),Contract,0.67,High,High
2012,DL Engineer,77454,Healthcare,San Francisco,Senior,Medium,"Python, ML, AI, TensorFlow, PyTorch",95,No,12.5,Medium (50-500 employees),Contract,0.81,High,Low
2015,Data Scientist,136082,Manufacturing,Seattle,Senior,High,"Python, SQL, Stats",133,Hybrid,7.5,Large (>500 employees),Contract,0.95,High,High
2021,Data Scientist,144322,Manufacturing,Chicago,Junior,Low,"Python, ML, AI",147,Yes,23.5,Large (>500 employees),Full-time,0.88,High,Medium
2011,ML Engineer,127844,Research,Austin,Junior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",475,Yes,22.4,Medium (50-500 employees),Contract,0.43,High,Medium
2020,Data Scientist,96539,Finance,Miami,Senior,Medium,"AI, Research",468,Hybrid,16.3,Medium (50-500 employees),Internship,0.32,Medium,Medium
2017,AI Researcher,84558,Retail,Houston,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",301,Yes,18.1,Medium (50-500 employees),Contract,0.85,Medium,Medium
2011,ML Engineer,120990,Manufacturing,Seattle,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",461,Yes,14.0,Medium (50-500 employees),Internship,0.98,Medium,Low
2021,Data Scientist,84790,Education,Boston,Senior,Low,"AI, Research",224,Hybrid,2.2,Medium (50-500 employees),Contract,0.47,Medium,Low
2011,AI Researcher,110700,Finance,Seattle,Senior,High,"Sales, CRM, TensorFlow, PyTorch",378,Yes,9.2,Small (<50 employees),Contract,0.2,Medium,Low
2018,Data Scientist,67749,Education,Austin,Senior,Low,"Python, SQL, Stats",452,Yes,19.5,Large (>500 employees),Part-time,0.16,High,High
2024,Salesforce Administrator,117798,Manufacturing,Austin,Mid,Low,"AI, Research",421,No,15.5,Medium (50-500 employees),Part-time,0.34,High,High
2014,AI Researcher,112808,Manufacturing,San Jose,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",243,Yes,15.0,Small (<50 employees),Contract,0.24,Low,High
2010,ML Engineer,134647,Research,Chicago,Mid,High,"AI, Research, TensorFlow, PyTorch",417,Hybrid,15.4,Medium (50-500 employees),Part-time,0.58,High,Medium
2024,Salesforce Administrator,97717,Retail,Chicago,Senior,Medium,"Sales, CRM",355,No,15.4,Large (>500 employees),Internship,0.9,High,Medium
2012,AI Engineer,125244,Healthcare,San Jose,Senior,Low,"Sales, CRM, TensorFlow, PyTorch",210,Hybrid,17.3,Large (>500 employees),Part-time,0.95,High,Medium
2022,ML Engineer,137500,Retail,Seattle,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",217,No,20.9,Medium (50-500 employees),Full-time,0.15,Low,Medium
2019,Salesforce Administrator,65594,Finance,Chicago,Junior,Low,"AI, Research",181,Yes,1.1,Large (>500 employees),Full-time,0.33,Low,High
2018,Salesforce Consultant,72741,Education,Boston,Junior,Low,"Python, SQL, Stats",482,Yes,18.7,Small (<50 employees),Part-time,0.96,High,Medium
2013,AI Researcher,114258,Healthcare,Boston,Senior,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",330,Yes,13.5,Medium (50-500 employees),Full-time,0.32,High,High
2020,DL Engineer,118742,Research,Seattle,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",462,Hybrid,18.2,Large (>500 employees),Internship,0.52,Low,Low
2017,ML Engineer,149804,Education,Houston,Senior,High,"Sales, CRM, TensorFlow, PyTorch",372,Yes,23.3,Medium (50-500 employees),Internship,0.94,Low,Medium
2014,AI Researcher,72586,Finance,Chicago,Mid,Low,"AI, Research, TensorFlow, PyTorch",390,Yes,15.0,Large (>500 employees),Part-time,0.49,High,High
2014,Data Scientist,82773,Manufacturing,Miami,Mid,Low,"Python, SQL, Stats",114,Yes,6.4,Small (<50 employees),Part-time,0.75,Medium,Low
2021,Data Scientist,69455,Manufacturing,New York,Junior,High,"AI, Research",460,No,11.5,Medium (50-500 employees),Part-time,0.69,High,High
2010,AI Engineer,91903,Technology,Austin,Senior,Low,"AI, Research, TensorFlow, PyTorch",449,Yes,16.9,Small (<50 employees),Part-time,0.86,High,Medium
2017,Data Scientist,147607,Research,Miami,Mid,Medium,"Sales, CRM",234,Hybrid,6.0,Small (<50 employees),Contract,0.53,High,Medium
2015,AI Researcher,118854,Healthcare,Seattle,Senior,Medium,"AI, Research, TensorFlow, PyTorch",309,Hybrid,16.3,Medium (50-500 employees),Contract,0.49,Medium,Medium
2022,AI Researcher,107978,Research,Miami,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",487,No,16.5,Medium (50-500 employees),Contract,0.75,Medium,Medium
2017,AI Researcher,122122,Healthcare,San Jose,Senior,Low,"AI, Research, TensorFlow, PyTorch",374,Yes,3.4,Small (<50 employees),Full-time,0.73,High,Medium
2024,AI Researcher,76445,Healthcare,New York,Mid,Low,"Sales, CRM, TensorFlow, PyTorch",77,No,21.9,Medium (50-500 employees),Internship,0.74,High,High
2019,Salesforce Developer,80792,Education,Austin,Junior,Low,"AI, Research",426,No,1.2,Large (>500 employees),Full-time,0.85,Medium,Medium
2024,Data Scientist,133576,Healthcare,Chicago,Senior,Medium,"Python, ML, AI",252,Yes,13.8,Large (>500 employees),Part-time,0.99,Medium,Medium
2013,ML Engineer,111453,Technology,Miami,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",319,Yes,8.0,Small (<50 employees),Part-time,0.7,Low,Medium
2013,Data Scientist,93200,Retail,San Jose,Senior,Low,"Sales, CRM",242,Yes,16.0,Small (<50 employees),Part-time,0.45,High,Medium
2023,ML Engineer,143928,Education,San Jose,Junior,Low,"Sales, CRM, TensorFlow, PyTorch",52,No,14.3,Large (>500 employees),Contract,0.98,Medium,High
2017,AI Researcher,137422,Retail,Boston,Senior,Medium,"Sales, CRM, TensorFlow, PyTorch",241,Yes,4.5,Medium (50-500 employees),Contract,0.58,High,High
2015,AI Researcher,97476,Finance,Austin,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",147,Hybrid,19.6,Medium (50-500 employees),Internship,0.41,High,Medium
2024,Salesforce Developer,131335,Education,Houston,Junior,High,"AI, Research",158,Yes,24.8,Small (<50 employees),Internship,0.18,Low,Medium
2022,Salesforce Consultant,120578,Technology,San Francisco,Senior,Low,"Python, ML, AI",492,Hybrid,1.9,Medium (50-500 employees),Full-time,0.54,High,Medium
2010,Salesforce Consultant,102245,Healthcare,Seattle,Mid,Medium,"Python, SQL, Stats",102,No,1.7,Small (<50 employees),Contract,0.69,High,Medium
2020,Salesforce Consultant,85179,Education,Chicago,Mid,High,"Sales, CRM",149,Yes,15.6,Large (>500 employees),Part-time,0.54,High,Medium
2021,Salesforce Consultant,99654,Manufacturing,Chicago,Mid,Low,"Python, ML, AI",395,No,18.6,Large (>500 employees),Full-time,0.24,High,Medium
2015,AI Researcher,97548,Education,Boston,Junior,Medium,"Python, ML, AI, TensorFlow, PyTorch",254,Hybrid,7.8,Large (>500 employees),Internship,0.34,High,Low
2011,DL Engineer,114181,Education,Boston,Junior,High,"Python, SQL, Stats, TensorFlow, PyTorch",195,Hybrid,3.7,Small (<50 employees),Contract,0.19,Medium,Medium
2017,Salesforce Developer,95793,Healthcare,Miami,Senior,High,"AI, Research",126,Yes,16.2,Large (>500 employees),Full-time,0.57,High,Medium
2022,Salesforce Developer,72430,Finance,Miami,Junior,Low,"Python, SQL, Stats",216,Hybrid,21.1,Small (<50 employees),Full-time,0.5,High,High
2014,Data Scientist,105663,Research,New York,Senior,High,"AI, Research",308,Hybrid,19.1,Large (>500 employees),Contract,0.76,High,Medium
2024,DL Engineer,75185,Manufacturing,San Francisco,Mid,Medium,"Python, SQL, Stats, TensorFlow, PyTorch",450,No,24.0,Large (>500 employees),Internship,0.49,Medium,Medium
2017,AI Researcher,71882,Technology,San Francisco,Mid,Low,"Python, ML, AI, TensorFlow, PyTorch",60,Hybrid,16.8,Medium (50-500 employees),Full-time,0.82,High,High
2024,Salesforce Developer,98884,Healthcare,San Francisco,Senior,Medium,"Sales, CRM",257,Yes,23.8,Small (<50 employees),Contract,0.42,Medium,High
2022,Salesforce Consultant,111268,Finance,New York,Senior,High,"Python, ML, AI",419,No,3.4,Medium (50-500 employees),Contract,0.82,High,Medium
2022,AI Researcher,127850,Healthcare,New York,Junior,Medium,"Sales, CRM, TensorFlow, PyTorch",396,Hybrid,24.7,Medium (50-500 employees),Internship,0.67,High,High
2022,ML Engineer,108189,Education,Houston,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",290,No,13.0,Small (<50 employees),Contract,0.4,Medium,Medium
2012,Data Scientist,88403,Research,Miami,Mid,High,"Python, ML, AI",93,Yes,23.7,Medium (50-500 employees),Full-time,0.35,High,High
2011,Data Scientist,141164,Healthcare,Seattle,Senior,Low,"Python, ML, AI",310,Yes,15.9,Medium (50-500 employees),Internship,0.77,Medium,Medium
2018,AI Researcher,101235,Manufacturing,Boston,Senior,High,"Python, SQL, Stats, TensorFlow, PyTorch",146,No,12.5,Medium (50-500 employees),Internship,0.6,Medium,Medium
2022,ML Engineer,80375,Retail,Seattle,Senior,High,"Sales, CRM, TensorFlow, PyTorch",458,Hybrid,3.1,Medium (50-500 employees),Internship,0.77,Medium,Medium
2024,Salesforce Consultant,129429,Manufacturing,Miami,Senior,Low,"Python, SQL, Stats",476,No,22.4,Medium (50-500 employees),Full-time,0.41,High,Medium
2010,Data Scientist,125335,Retail,San Francisco,Senior,Medium,"AI, Research",344,Yes,13.3,Small (<50 employees),Full-time,0.9,Medium,Low
2011,AI Researcher,117100,Retail,San Francisco,Senior,Low,"Python, SQL, Stats, TensorFlow, PyTorch",161,Yes,1.0,Large (>500 employees),Full-time,0.75,Medium,High
2019,Data Scientist,69756,Retail,Boston,Junior,High,"Sales, CRM",256,Yes,19.6,Large (>500 employees),Internship,0.84,High,Medium
2024,Salesforce Administrator,86032,Research,Seattle,Junior,Low,"Python, ML, AI",314,Hybrid,5.6,Large (>500 employees),Part-time,0.49,Medium,Low
